보행자작동신호기관리번호,지주관리번호,방향,설치일,교체일,X좌표,Y좌표,제조업체,작업구분,표출구분,종류,신규정규화ID,상태,공사관리번호,보행자작동신호기관리번호,이력ID,위치정보,공사형태,MNG_AGEN,XGEO
29-0000001231,02-0000169504,180,20130910,20130910,205206.65487,554389.81391,대한신호(주),006,001,000,5315021    ,001,2013-0101-071,29-001231,1424,-,001,-,
29-0000001521,02-0000106366,180,20140513,20140513,198954.60383,542054.98395,대한신호,006,002,001,3180564    ,001,2014-0101-032,29-001521,1714,-,001,-,
29-0000001470,02-0000177378,180,20140520,20140520,197096.78914,542757.96173,대한신호,006,002,000,3141892    ,001,2014-0101-032,29-001470,1663,-,001,-,
29-0000001401,02-0000176497,180,20140520,20140520,196481.69624,544712.28669,대한신호,006,002,000,3135591    ,001,2014-0101-034,29-001401,1594,-,001,-,
29-0000001392,02-0000155948,180,20140425,20140425,203170.98954,540122.33401,대한신호,006,001,000,4066973    ,001,2014-0101-034,29-001392,1585,-,001,-,
29-0000001388,02-0000172593,180,20140425,20140425,197735.65296,542674.77667,대한신호,006,001,000,3161181    ,001,2014-0101-034,29-001388,1581,-,001,-,
29-0000001367,02-0000169497,180,-,20140811,206720.98554,556804.4556,대한신호,006,001,000,5440011    ,001,2014-0101-042,29-001367,1560,-,002,-,
29-0000001242,02-0000178031,180,20130418,20130418,207816.02586,549505.27068,대한신호,006,001,001,5265251    ,001,2013-0111-004,29-001242,1435,-,001,-,
29-0000001179,02-0000160714,180,20000101,20150416,194628.98629,544951.45616,대한신호,006,002,000,2196931    ,001,2015-0101-028,29-001179,1372,-,002,-,
29-0000001803,02-0000154083,180,20080930,20201016,189767.90652,548594.62738,대한신호,001,001,000,2203163    ,001,2020-0101-035,29-001803,1996,-,003,-,
29-0000001839,02-0000060817,180,20151109,20151109,191364.16059,547285.23769,대한신호,001,001,000,2231301    ,001,2015-0201-081,29-001839,2032,-,001,-,
29-0000001250,02-0000100640,180,20130430,20130430,202952.8727,550471.65751,대한신호,006,001,001,4267541    ,001,2013-0111-004,29-001250,1443,-,001,-,
29-0000001249,02-0000055995,180,20130430,20130430,202977.33724,550466.52464,대한신호,006,001,001,4267641    ,001,2013-0111-004,29-001249,1442,-,001,-,
29-0000001238,02-0000050701,180,20130410,20130410,209119.5678,549356.05573,대한신호,006,001,001,5285822    ,001,2013-0111-004,29-001238,1431,-,001,-,
29-0000001751,02-0000163158,180,20200201,20201016,189110.26406,548274.23376,대한신호,006,001,000,1283803    ,001,2020-0201-056,29-001751,1944,-,003,-,
29-0000001885,02-0000183211,180,20160920,20160920,200287.47644,554648.60875,(주)대한신호,001,002,001,4315271    ,001,2016-0101-090,29-001885,2078,-,001,-,
29-0000001884,02-0000183210,180,20160920,20160920,200303.44691,554667.06835,(주)대한신호,001,002,001,4315281    ,001,2016-0101-090,29-001884,2077,-,001,-,
29-0000001888,02-0000183254,180,20160902,20160902,202416.6988,557893.88951,대한신호,001,002,000,4452421    ,001,2016-0101-059,29-001888,2081,-,001,-,
29-0000001802,02-0000154085,180,20080930,20151120,189751.57527,548610.96144,대한신호,006,001,000,2203173    ,001,2020-0101-035,29-001802,1995,-,003,-,
29-0000002074,02-0000211943,-,20200923,20200923,-,-,대한신호,001,002,001,2218923    ,001,2020-0101-024,29-002074,2267,-,001,-,
29-0000002073,02-0000211942,-,20200923,20200923,-,-,대한신호,001,002,001,2218921    ,001,2020-0101-024,29-002073,2266,-,001,-,
29-0000002078,02-0000215042,-,20201026,20201026,-,-,대한신호㈜,001,002,001,4231401    ,001,2020-0101-099,29-002078,2271,-,001,-,
29-0000002077,02-0000215041,-,20201026,20201026,-,-,대한신호㈜,001,002,001,4230391    ,001,2020-0101-099,29-002077,2270,-,001,-,
29-0000001929,02-0000195026,180,20170414,20170414,196285.42688,541162.96557,명신전자,001,002,000,3038282    ,001,2017-0101-004,29-001929,2122,-,001,-,
29-0000000853,02-0000148067,180,-,-,204369.95451,565345.19616,대한신호,001,001,000,-,001,2017-0201-044,29-000853,975,1,003,-,
29-0000001926,02-0000195012,180,20170525,20170525,192717.60207,542074.4481,대한신호,001,002,001,2160062    ,001,2017-0101-004,29-001926,2119,-,001,-,
29-0000001337,02-0000179089,180,20140619,20200401,201048.86596,554356.87395,대한신호,001,002,001,4325726    ,001,2020-0101-111,29-001337,1530,-,002,-,
29-0000001942,02-0000037564,180,-,-,206744.90107,544308.85531,-,001,002,001,5145112    ,001,-,29-001942,2135,-,001,-,
29-0000001943,02-0000030951,180,-,-,206128.25575,539664.75454,-,001,002,001,5025881    ,-,-,29-001943,2136,-,-,-,
29-0000001944,02-0000194771,180,-,-,197033.24883,551810.38715,-,001,001,000,3340713    ,001,-,29-001944,2137,-,-,-,
29-0000001762,02-0000161527,180,20150501,-,194082.86277,559525.38864,대한신호,001,002,000,2485851    ,001,-,29-001762,1955,-,-,-,
29-0000001763,02-0000161526,180,20150501,-,194106.8099,559518.14582,대한신호,001,002,000,2485852    ,001,-,29-001763,1956,-,-,-,
29-0000001771,02-0000080323,180,20080101,-,200472.36704,557392.28507,(주)신호,001,002,000,4411523    ,001,-,29-001771,1964,-,-,-,
29-0000001838,02-0000059816,180,20151109,20151109,191394.19105,547386.78209,-,006,001,000,2231421    ,001,2015-0201-081,29-001838,2031,-,004,-,
29-0000001794,02-0000171556,180,20130701,-,212711.76842,545203.8496,대한신호,001,002,000,6166093    ,001,-,29-001794,1987,-,-,-,
29-0000001796,02-0000181350,180,20150930,-,201235.07017,556846.53742,대산신호,001,001,000,4430112    ,001,-,29-001796,1989,-,003,-,
29-0000001798,02-0000158877,180,20091107,-,196823.11436,550389.08547,대한신호,001,002,000,3247225    ,001,-,29-001798,1991,-,-,-,
29-0000001806,02-0000096333,180,20130725,-,189818.50313,549126.2184,위훈용사복지회,001,001,000,2204277    ,001,-,29-001806,1999,-,003,-,
29-0000001810,02-0000122915,180,20100625,-,191584.72577,547979.3845,대한신호,001,001,000,2232848    ,001,-,29-001810,2003,-,003,-,
29-0000001811,02-0000154489,180,20100625,-,191609.22405,547963.10292,대한신호,001,001,000,2232847    ,001,-,29-001811,2004,-,003,-,
29-0000001823,02-0000181549,180,20150901,20150901,201200.47112,556889.08135,명신,001,002,000,4430023    ,001,2015-0101-093,29-001823,2016,-,001,-,
29-0000001822,02-0000181548,180,20150901,20150901,201188.84812,556880.24787,대한신호,006,002,000,4430024    ,001,2015-0101-093,29-001822,2015,-,001,-,
29-0000001370,02-0000029007,180,20141121,20141121,191360.23877,545083.00227,진우산전(주),006,001,000,2136361    ,001,2014-0201-078,29-001370,1563,-,001,-,
29-0000001369,02-0000108017,180,20120319,20140623,191284.53742,545225.13656,진우산전(주),006,001,000,2136291    ,001,2014-0201-078,29-001369,1562,-,004,-,
29-0000001666,02-0000082142,0  ,20150123,20150123,205920.742,558460.63748,대한신호,006,002,000,5423442    ,001,2015-0101-002,29-001666,1859,-,002,-,
29-0000001871,02-0000038573,180,20150922,20150922,205369.54185,546109.39753,대한신호,006,001,000,5118372    ,001,2009-1101-151,29-001871,2064,-,002,-,
29-0000001870,02-0000038572,180,20150922,20150922,205367.06352,546075.18841,대한신호,006,001,000,5118362    ,001,2009-1101-151,29-001870,2063,-,002,-,
29-0000001867,02-0000038579,180,20150922,20150922,205340.94552,546044.11001,대한신호,006,001,000,5118351    ,001,2009-1101-151,29-001867,2060,-,002,-,
29-0000001866,02-0000038580,180,20150922,20150922,205319.19363,546036.28886,대한신호,006,001,000,5118251    ,001,2009-1101-151,29-001866,2059,-,002,-,
29-0000001857,02-0000038927,180,20150920,20150920,204738.22361,545942.81744,대한신호,006,001,000,5108132    ,001,2009-1101-151,29-001857,2050,-,002,-,
29-0000001854,02-0000038929,180,20150920,20150920,204696.44829,545933.05787,대한신호,006,001,000,5108031    ,001,2009-1101-151,29-001854,2047,-,002,-,
29-0000001853,02-0000038930,180,20150920,20150920,204684.42036,545967.66629,대한신호,006,001,000,5108042    ,001,2009-1101-151,29-001853,2046,-,002,-,
29-0000001849,02-0000098805,180,20150919,20150919,204966.13001,545991.28535,대한신호,006,001,000,5108541    ,001,2009-1101-151,29-001849,2042,-,002,-,
29-0000001023,02-0000096819,315,20160504,20160504,184651.87937,552600.0235,대한신호,001,001,001,0391977    ,001,2016-0201-034,29-001023,679,1,003,-,
29-0000000336,02-0000159687,90 ,20140630,20160319,195767.47601,545052.59313,대한신호,001,002,000,3126162    ,001,2016-0101-026,29-000336,1101,1,002,-,
29-0000001225,02-0000082942,180,20130910,20130910,207403.32688,553728.84015,대한신호(주),006,001,000,5353491    ,001,2013-0101-071,29-001225,1418,-,001,-,
29-0000000627,02-0000048548,90 ,-,-,207098.17264,549534.88518,-,006,001,000,-,001,2014-0101-070,29-000627,250,1,003,-,
29-0000001288,02-0000056306,180,20140519,20151120,187594.04653,546263.41915,대한신호,006,001,000,1159801    ,001,2015-0101-117,29-001288,1481,-,002,-,
29-0000000988,02-0000021740,0  ,20160528,20160528,192261.28095,543138.70791,-,001,002,000,2152173    ,001,2016-0101-137,29-000988,172,1,004,-,
29-0000000854,02-0000148065,180,-,-,204347.56825,565346.92577,대한신호,001,001,000,-,001,2017-0201-044,29-000854,974,1,003,-,
29-0000001941,02-0000132429,180,-,-,206726.54726,544335.78996,-,001,002,001,5145012    ,-,-,29-001941,2134,-,-,-,
29-0000001566,02-0000008639,180,20110701,20160419,193655.68378,553401.52897,대한신호,001,002,001,2373934    ,001,2016-0101-052,29-001566,1759,-,002,-,
29-0000001945,02-0000194773,180,-,-,197080.70066,551815.42628,-,001,001,000,3340813    ,001,-,29-001945,2138,-,-,-,
29-0000001925,02-0000033924,180,20170308,20170308,202198.86245,545000.16778,대한신호,001,001,000,4156051    ,001,2017-0101-003,29-001925,2118,-,002,-,
29-0000001420,02-0000063212,180,20150312,20160818,191671.3863,547521.72602,대한신호,001,001,001,2231955    ,001,2016-0201-051,29-001420,1613,-,003,-,
29-0000001949,02-0000196082,180,-,-,215848.51616,552045.7304,-,001,002,001,7320354    ,-,-,29-001949,2142,-,-,-,
29-0000001950,02-0000196083,180,-,-,215834.65854,552052.26927,-,001,002,001,7320355    ,-,-,29-001950,2143,-,-,-,
29-0000001952,02-0000196143,180,20170629,20170629,202468.12986,557736.38023,대한신호,001,002,000,4451591    ,001,2017-0101-017,29-001952,2145,-,001,-,
29-0000001264,02-0000011526,180,20140205,20171222,192518.24575,557003.50134,대한신호(주),001,001,000,2450651    ,001,2017-0101-012,29-001264,1457,-,003,-,
29-0000001957,02-0000129050,180,-,-,184884.09254,545242.42109,-,001,002,001,1106496    ,001,-,29-001957,2150,-,002,-,
29-0000000459,02-0000136935,90 ,20170720,20170720,201635.05321,557823.01001,-,001,002,000,4432911    ,001,2017-0101-018,29-000459,917,1,004,-,
29-0000001958,02-0000129052,180,-,-,184879.26712,545213.76102,-,001,001,001,1106493    ,-,-,29-001958,2151,-,-,-,
29-0000001262,02-0000160366,180,20140205,20171222,192424.05634,557047.13071,대한신호(주),001,001,000,2450451    ,001,2017-0101-012,29-001262,1455,-,003,-,
29-0000001263,02-0000160367,180,20140205,20171222,192415.09538,557023.16577,대한신호(주),001,001,000,2450452    ,001,2017-0101-012,29-001263,1456,-,003,-,
29-0000001259,02-0000094524,180,20140122,20171222,192735.59585,554699.77495,대한신호(주),001,001,000,2365181    ,001,2017-0101-012,29-001259,1452,-,003,-,
29-0000000108,02-0000021744,0  ,20160525,20171130,192274.67722,543123.46393,대한신호,001,002,000,2152171    ,001,2017-0101-015,29-000108,174,1,002,-,
29-0000001184,02-0000177254,180,20130920,20171215,202016.15451,540387.20906,대한신호,001,001,001,4047622    ,001,2017-0101-022,29-001184,1377,-,003,-,
29-0000001185,02-0000177256,180,20130920,20171215,202029.83216,540389.45867,-,001,001,001,4047721    ,001,2017-0101-022,29-001185,1378,-,003,-,
29-0000002002,02-0000040839,180,-,-,207155.45328,543502.61359,-,001,001,001,5143955    ,-,-,29-002002,2195,-,-,-,
29-0000000192,02-0000096216,270,-,20171222,192007.88732,550823.43135,-,001,001,000,-,001,2017-0101-001,29-000192,677,1,003,-,
29-0000000992,02-0000157312,180,-,20170831,199838.35676,545711.13731,.,001,001,000,-,001,2017-0101-013,29-000992,1064,1,003,-,
29-0000000191,02-0000014212,90 ,-,20171222,191980.39518,550818.18038,-,001,001,000,-,001,2017-0101-001,29-000191,140,1,003,-,
29-0000000991,02-0000157313,0  ,20100101,20170831,199857.38661,545716.88694,대한신호,001,001,000,-,001,2017-0101-013,29-000991,1067,1,003,-,
29-0000001963,02-0000196647,180,20171214,20171214,193564.52821,540775.51849,-,001,002,000,2078705    ,001,2017-0101-016,29-001963,2156,-,001,-,
29-0000001962,02-0000196645,180,20171214,20171214,196357.17454,541488.85449,-,001,002,001,3039343    ,001,2017-0101-016,29-001962,2155,-,001,-,
29-0000001961,02-0000196646,180,20171212,20171212,196367.91019,541478.83371,-,001,002,001,3039344    ,001,2017-0101-016,29-001961,2154,-,001,-,
29-0000001190,02-0000177252,180,20130920,20171215,202005.83629,540368.10235,대한신호,001,001,001,4047623    ,001,2017-0101-022,29-001190,1383,-,003,-,
29-0000001187,02-0000177258,180,20130920,20171215,202051.12849,540356.94427,대한신호,001,001,001,4047723    ,001,2017-0101-022,29-001187,1380,-,003,-,
29-0000001188,02-0000177259,180,20130920,20171215,202036.43102,540349.80549,대한신호,001,001,001,4047711    ,001,2017-0101-022,29-001188,1381,-,003,-,
29-0000001186,02-0000177257,180,20130920,20171215,202051.84837,540366.18268,대한신호,001,001,001,4047722    ,001,2017-0101-022,29-001186,1379,-,003,-,
29-0000001897,02-0000183375,180,20161124,20161124,184874.13474,545215.75675,대한신호,001,002,001,1106392    ,001,2016-0201-099,29-001897,2090,-,001,-,
29-0000001993,02-0000123727,180,-,-,210753.92657,547519.84857,-,001,002,000,6221151    ,-,-,29-001993,2186,-,-,-,
29-0000000190,02-0000105841,270,-,20171222,192074.38963,550727.35226,-,001,001,000,-,001,2017-0101-001,29-000190,741,1,003,-,
29-0000001349,02-0000118173,180,20140731,20171222,192319.32186,550109.69292,-,001,001,000,2256271    ,001,2017-0101-001,29-001349,1542,-,003,-,
29-0000000205,02-0000014390,90 ,-,20171222,192289.91379,550092.94643,-,001,001,000,-,001,2017-0101-001,29-000205,145,1,003,-,
29-0000001990,02-0000196766,180,20170709,20170709,208784.01554,543733.77069,대한신호,001,002,001,5183292    ,001,2017-0101-031,29-001990,2183,-,001,-,
29-0000001194,02-0000171608,180,20150618,20171215,202251.40778,540585.89862,대한신호,001,001,001,4057161    ,001,2017-0101-022,29-001194,1387,-,003,-,
29-0000001964,02-0000196648,180,20171214,20171214,193562.5923,540780.10332,-,001,002,000,2078703    ,001,2017-0101-016,29-001964,2157,-,001,-,
29-0000001198,02-0000078141,180,20130920,20171215,202258.72464,540638.85076,대한신호,001,001,001,4057174    ,001,2017-0101-022,29-001198,1391,-,003,-,
29-0000001197,02-0000171607,180,20130920,20171215,202278.47812,540615.95532,대한신호,001,001,001,4057272    ,001,2017-0101-022,29-001197,1390,-,003,-,
29-0000001196,02-0000171610,180,20130920,20171215,202278.74245,540608.02544,대한신호,001,001,001,4057271    ,001,2017-0101-022,29-001196,1389,-,003,-,
29-0000001195,02-0000171609,180,20130920,20171215,202261.4448,540593.23798,대한신호,001,001,001,4057162    ,001,2017-0101-022,29-001195,1388,-,003,-,
29-0000001937,02-0000195769,180,20171017,20171017,191178.39131,548792.40959,대한신호,001,002,000,2234001    ,001,2016-1101-001,29-001937,2130,-,001,-,
29-0000000852,02-0000160949,180,20161024,20161024,204301.94663,564178.8821,대한신호,001,002,000,4594282    ,001,2016-0101-100,29-000852,1116,1,004,-,
29-0000001948,02-0000157305,180,20171222,20171222,199458.26404,546884.6235,대한신호,001,002,000,3290522    ,001,2017-0101-001,29-001948,2141,-,001,-,
29-0000000189,02-0000014310,90 ,-,20171222,192056.49958,550714.22577,-,001,001,000,-,001,2017-0101-001,29-000189,141,1,003,-,
29-0000001192,02-0000177260,180,20150618,20171215,202235.14683,540620.71888,대한신호,001,001,001,4057172    ,001,2017-0101-022,29-001192,1385,-,003,-,
29-0000001191,02-0000177262,180,20130920,20171215,202250.59417,540634.5165,대한신호,001,001,001,4057171    ,001,2017-0101-022,29-001191,1384,-,003,-,
29-0000001193,02-0000078142,180,20150618,20171215,202234.87875,540611.61544,대한신호,001,001,001,4057173    ,001,2017-0101-022,29-001193,1386,-,003,-,
29-0000001183,02-0000177253,180,20130920,20171215,202000.67717,540381.54003,대한신호,001,001,001,4047621    ,001,2017-0101-022,29-001183,1376,-,003,-,
29-0000001989,02-0000196765,180,20170709,20170709,208786.72133,543740.16834,대한신호,001,002,001,5183291    ,001,2017-0101-031,29-001989,2182,-,001,-,
29-0000001682,02-0000148088,0  ,20100625,20171130,203295.50936,560744.6004,대한신호,001,002,000,4477294    ,001,2017-0201-097,29-001682,1875,-,004,-,
29-0000001431,02-0000058999,180,20151120,20171226,187888.43869,546406.98882,대한신호,001,001,000,1169431    ,001,2017-0101-098,29-001431,1624,-,004,-,
29-0000000143,02-0000155726,90 ,20181112,20181112,206426.72493,544227.35826,-,001,002,000,5134591    ,001,2018-0101-118,29-000143,1013,1,004,-,
29-0000001223,02-0000178024,180,20131121,20161015,205749.02342,555930.75938,한길에이치씨,001,001,001,5328132    ,001,2016-0101-206,29-001223,1416,-,004,-,
29-0000001619,02-0000072619,180,20130430,-,202661.0023,552107.71473,대한신호,001,002,001,4350972    ,001,2016-0101-192,29-001619,1812,-,-,-,
29-0000001222,02-0000178025,180,20131121,20161015,205743.95429,555947.07657,한길에이치씨,001,001,001,5328131    ,001,2016-0101-206,29-001222,1415,-,004,-,
29-0000001618,02-0000072622,180,20130430,-,202682.12241,552102.04946,대한신호,001,002,001,4360073    ,001,2016-0101-192,29-001618,1811,-,001,-,
29-0000002068,02-0000203578,-,20191022,20191022,-,-,대한신호,001,002,000,4221593    ,001,2019-0101-028,29-002068,2261,-,001,-,
29-0000002070,02-0000207553,-,20200605,20200605,-,-,대한신호,001,002,001,5290135    ,001,2020-0101-015,29-002070,2263,-,001,-,
29-0000002066,02-0000203576,-,20191030,20191030,-,-,대한신호,001,002,000,1361781    ,001,2019-0101-028,29-002066,2259,-,001,-,
29-0000002065,02-0000203575,-,20191030,20191030,-,-,대한신호,001,002,000,1361792    ,001,2019-0101-028,29-002065,2258,-,001,-,
29-0000001124,02-0000150778,180,20130725,20140522,184648.64524,550695.92517,-,001,001,000,02979810   ,001,2014-0201-099,29-001124,1317,-,003,-,
29-0000001125,02-0000150777,180,20130725,20140522,184669.97532,550684.65461,-,001,001,000,02979810   ,001,2014-0201-099,29-001125,1318,-,003,-,
29-0000000172,02-0000004109,270,20191108,20191108,192427.71037,551431.79147,-,001,002,001,2259431    ,001,2019-0101-030,29-000172,35,1,004,-,
29-0000002071,02-0000207554,-,20200605,20200605,-,-,대한신호,001,002,001,5290022    ,001,2020-0101-015,29-002071,2264,-,001,-,
29-0000002069,02-0000207552,-,20200605,20200605,-,-,대한신호,001,002,001,5290134    ,001,2020-0101-015,29-002069,2262,-,001,-,
29-0000001814,02-0000144204,180,20110130,-,205540.92298,559781.82014,대한신호,001,001,000,5416704    ,001,2020-0101-087,29-001814,2007,-,003,-,
29-0000001815,02-0000144205,180,20110130,-,205547.73743,559763.83917,대한신호,001,001,000,5416703    ,001,2020-0101-087,29-001815,2008,-,003,-,
29-0000000122,02-0000081442,270,20190927,20190927,207207.17188,553240.52793,대한신호,001,002,000,5352092    ,001,2019-0101-043,29-000122,520,1,004,-,
29-0000000121,02-0000081459,90 ,20190927,20190927,207193.29177,553265.20805,대한신호,001,002,000,5353001    ,001,2019-0101-043,29-000121,521,1,004,-,
29-0000001048,02-0000111266,0  ,20120101,20200507,205797.40322,548515.06607,-,001,002,000,5223251    ,001,2020-0101-013,29-001048,759,1,004,-,
29-0000001049,02-0000050823,0  ,20120101,20200507,205798.58802,548495.69128,-,001,002,000,5223243    ,001,2020-0101-013,29-001049,271,1,004,-,
29-0000001887,02-0000183252,180,20160816,20201016,191093.68624,542953.15805,대한신호,001,001,000,2122844    ,001,2020-0101-039,29-001887,2080,-,003,-,
29-0000001886,02-0000183253,180,20160816,20201016,191099.75931,542970.95651,대한신호,001,001,000,2122843    ,001,2020-0101-039,29-001886,2079,-,003,-,
29-0000001801,02-0000055530,180,20101230,20201016,189155.50472,548171.75827,대한신호,001,001,000,1282984    ,001,2020-0101-034,29-001801,1994,-,003,-,
29-0000001800,02-0000055531,180,20101230,20201016,189175.7253,548175.35765,대한신호,001,001,000,1282983    ,001,2020-0101-034,29-001800,1993,-,003,-,
29-0000001478,02-0000148420,180,20200402,20200402,189901.84754,541238.82626,대한신호,001,002,000,2008495    ,001,2020-0101-011,29-001478,1671,-,001,-,
29-0000001155,02-0000156491,180,-,-,191975.99344,545176.3912,진우산전,001,001,000,2146583    ,001,2020-0101-011,29-001155,1348,-,003,-,
29-0000000333,02-0000129578,90 ,-,-,190727.25769,544332.43955,-,001,001,001,2125112    ,001,2020-0101-011,29-000333,862,1,003,-,
29-0000000332,02-0000129576,90 ,-,-,190710.27874,544349.81969,-,001,001,001,2125012    ,001,2020-0101-011,29-000332,861,1,003,-,
29-0000002082,02-0000215307,-,20201210,20201210,-,-,대한신호,001,002,000,6184464    ,001,2020-0101-081,29-002082,2275,-,001,-,
29-0000002081,02-0000215303,-,20201210,20201210,-,-,대한신호,001,002,000,6184472    ,001,2020-0101-081,29-002081,2274,-,001,-,
29-0000002080,02-0000215306,-,20201210,20201210,-,-,대한신호,001,002,000,6184462    ,001,2020-0101-081,29-002080,2273,-,001,-,
29-0000002079,02-0000215305,-,20201210,20201210,-,-,대한신호,001,002,000,6184461    ,001,2020-0101-081,29-002079,2272,-,001,-,
29-0000001311,02-0000215281,180,20131231,20201205,197918.65147,550536.362,대한신호,006,002,000,3267457    ,001,2020-0201-108,29-001311,1504,-,004,-,
29-0000001467,02-0000016164,180,20140513,20140513,199984.54973,542061.26037,대한신호,001,001,001,4100664    ,001,2020-0101-099,29-001467,1660,-,003,-,
29-0000000327,02-0000028726,90 ,-,-,191358.05852,544084.51534,-,001,001,001,2134364    ,001,2020-0101-011,29-000327,199,1,003,-,
29-0000001468,02-0000016165,180,20140513,20140513,200004.09136,542070.74249,대한신호,001,001,001,4100663    ,001,2020-0101-099,29-001468,1661,-,003,-,
29-0000001692,02-0000158606,180,20100625,20201130,203023.82174,562976.77614,대한신호,001,002,000,4562642    ,001,2020-0201-133,29-001692,1885,-,004,-,
29-0000001691,02-0000158607,180,20100625,20201130,203037.28817,562983.17448,대한신호,001,002,000,4562743    ,001,2020-0201-133,29-001691,1884,-,004,-,
29-0000001630,02-0000082607,180,20130830,-,207967.52229,556082.33736,-,001,002,001,5368565    ,001,2016-0101-201,29-001630,1823,-,-,-,
29-0000000591,02-0000156632,90 ,-,20171220,202072.05739,552593.98731,-,001,001,000,-,004,2017-0101-045,29-000591,1043,1,003,-,
29-0000000590,02-0000156633,90 ,-,20171220,202049.4919,552589.51433,-,001,001,000,-,004,2017-0101-045,29-000590,1044,1,003,-,
29-0000000570,02-0000153062,90 ,-,20171220,202533.28802,552721.47099,-,001,001,000,-,001,2017-0101-045,29-000570,992,1,003,-,
29-0000000571,02-0000072990,90 ,-,20171220,202525.66184,552695.45422,-,001,001,000,-,001,2017-0101-045,29-000571,467,1,003,-,
29-0000000943,02-0000070716,0  ,-,20171220,204964.21597,552983.06536,대한신호,001,001,000,-,004,2017-0101-045,29-000943,444,1,003,-,
29-0000002058,02-0000016200,-,20190415,20190415,-,-,-,001,001,001,3151794    ,001,2019-0201-037,29-002058,2251,-,003,-,
29-0000000770,02-0000076019,90 ,20170831,20170831,204096.19658,554683.51275,대한신호,001,002,001,4385882    ,001,2017-0101-043,29-000770,980,1,002,-,
29-0000000771,02-0000076037,90 ,20170831,20170831,204090.93686,554672.81209,대한신호,001,002,001,4385881    ,001,2017-0101-043,29-000771,482,1,002,-,
29-0000002037,02-0000200070,-,20190712,20190712,-,-,대한신호㈜,001,002,000,6202251    ,001,2019-0101-009,29-002037,2230,-,001,-,
29-0000002036,02-0000200068,-,20190712,20190712,-,-,대한신호㈜,001,002,000,6202152    ,001,2019-0101-009,29-002036,2229,-,001,-,
29-0000002038,02-0000199916,-,20181201,20181201,-,-,(주)대한신호,001,002,000,6028681    ,001,-,29-002038,2231,-,001,106,
29-0000000944,02-0000015615,0  ,-,-,208476.58345,554291.35585,대한신호,001,001,001,5375502    ,001,2011-0101-084,29-000944,150,1,003,-,
29-0000000956,02-0000015614,0  ,-,-,208503.0239,554290.24792,대한신호,001,001,001,5375602    ,001,2011-0101-084,29-000956,149,1,003,-,
29-0000000756,02-0000154821,90 ,20210427,20210427,189160.01988,547990.53508,대한신호,001,002,001,1282945    ,001,2020-0201-020,29-000756,999,1,001,-,
29-0000002063,02-0000012412,-,20191210,20201215,-,-,-,001,001,000,3353942    ,001,2020-0101-114,29-002063,2256,-,003,-,
29-0000002057,02-0000016201,-,20190415,20190415,-,-,-,001,001,001,3151795    ,001,2019-0201-037,29-002057,2250,-,003,-,
29-0000001477,02-0000148419,180,20200402,20200402,189918.42625,541248.65145,대한신호,001,002,000,2008496    ,001,2020-0101-011,29-001477,1670,-,001,-,
29-0000000757,02-0000134182,90 ,20210427,20210427,189168.48498,547983.16947,대한신호,001,002,001,1282943    ,001,2020-0201-020,29-000757,893,1,001,-,
29-0000000331,02-0000026948,90 ,-,-,190820.20232,544392.47047,-,001,001,001,2125221    ,001,2020-0101-011,29-000331,194,1,003,-,
29-0000002084,02-0000218896,-,20210903,20210903,-,-,대한신호,001,002,001,2223663    ,001,2021-0101-027,29-002084,2277,-,001,-,
29-0000000717,02-0000112790,90 ,-,-,189556.96126,548507.86168,-,001,001,000,1293753    ,001,2021-0101-001,29-000717,772,1,003,-,
29-0000002087,02-0000159618,-,20210920,20210920,-,-,대한신호,001,002,001,1278174    ,001,2021-0101-051,29-002087,2280,-,001,-,
29-0000002086,02-0000159620,-,20210920,20210920,-,-,대한신호,001,002,001,1278173    ,001,2021-0101-051,29-002086,2279,-,001,-,
29-0000000716,02-0000061254,90 ,20161229,20161229,189546.06282,548519.08538,-,001,001,000,1293754    ,001,2021-0101-001,29-000716,345,1,003,-,
29-0000000759,02-0000097291,90 ,20151118,20161229,185883.04439,544088.42966,대한신호,001,001,000,1124462    ,001,2021-0101-071,29-000759,680,1,003,-,
29-0000000758,02-0000154062,90 ,20151118,20151118,185864.96875,544086.33565,대한신호,006,001,000,1124362    ,001,2021-0101-071,29-000758,997,1,003,-,
29-0000002091,02-0000219075,-,20211210,20211210,-,-,대한신호,001,002,001,1372046    ,001,2021-0101-080,29-002091,2284,-,001,-,
29-0000002090,02-0000219074,-,20211210,20211210,-,-,대한신호,001,002,001,1372049    ,001,2021-0101-080,29-002090,2283,-,001,-,
29-0000002076,02-0000211946,-,20200923,20210818,-,-,대한신호,001,002,001,4221694    ,001,2021-0101-081,29-002076,2269,-,001,-,
29-0000000856,02-0000087364,180,20180731,20210616,203072.61772,562697.08224,대한신호,001,001,000,4561792    ,001,2021-0101-061,29-000856,583,1,003,-,
29-0000000441,02-0000160242,90 ,20210429,20210429,203336.19476,558077.71506,대한신호,001,002,000,4472363    ,001,2021-0101-062,29-000441,1107,1,002,-,
29-0000000855,02-0000087363,180,20180731,20210616,203090.95394,562695.93306,대한신호,001,001,000,4561882    ,001,2021-0101-061,29-000855,582,1,003,-,
29-0000001710,02-0000179130,180,20120201,20210428,201052.86277,555748.84443,대한신호,001,002,000,4327795    ,001,2021-0101-062,29-001710,1903,-,002,-,
